Brand,Model,YearOfFabrication,Kilometres,Location,PriceEuro
Volkswagen,Passat,2019,142000,Bihor,18890
Volkswagen,Passat,2019,155425,Bucuresti,18899
Volkswagen,Passat,2019,107160,Bucuresti,18900
Volkswagen,Passat,2019,138859,Bucuresti,19490
Volkswagen,Passat,2019,84000,Salaj,19498
Volkswagen,Passat,2019,99840,Ilfov,19500
Volkswagen,Passat,2019,105450,Arges,19899
Volkswagen,Passat,2019,119200,Arges,19899
Volkswagen,Passat,2019,135602,Ilfov,20290
Volkswagen,Passat,2019,92878,Bucuresti,20444
Volkswagen,Passat,2019,106392,Ilfov,20900
Volkswagen,Passat,2019,45000,Arges,21240
Volkswagen,Passat,2019,100689,Bucuresti,21249
Volkswagen,Passat,2019,108342,Bucuresti,21700
Volkswagen,Passat,2019,80863,Bucuresti,21900
Volkswagen,Passat,2019,84119,Bucuresti,21900
Volkswagen,Passat,2019,65828,Ilfov,22189
Volkswagen,Passat,2019,69608,Ilfov,22389
Volkswagen,Passat,2019,113000,Bucuresti,23250
Volkswagen,Passat,2019,63000,Bucuresti,23498
Volkswagen,Passat,2019,77874,Bucuresti,24500
Volkswagen,Passat,2019,87936,Bucuresti,24899
Volkswagen,Passat,2019,67753,Bucuresti,26894
Volkswagen,Passat,2019,24327,Bucuresti,27989
Volkswagen,Passat,2019,27940,Braila,29899
Volkswagen,Passat,2020,224000,Arges,14750
Volkswagen,Passat,2020,197500,Prahova,15990
Volkswagen,Passat,2020,196000,Bihor,16390
Volkswagen,Passat,2020,164000,Bucuresti,16660
Volkswagen,Passat,2020,195000,Constanta,16700
Volkswagen,Passat,2020,187000,Arges,16850
Volkswagen,Passat,2020,166830,Ilfov,17490
Volkswagen,Passat,2020,196000,Arad,17950
Volkswagen,Passat,2020,109000,Dambovita,18088
Volkswagen,Passat,2020,139846,Cluj,18490
Volkswagen,Passat,2020,133800,Bucuresti,18499
Volkswagen,Passat,2020,80638,Prahova,18897
Volkswagen,Passat,2020,166177,Cluj,18900
Volkswagen,Passat,2020,170328,Ilfov,18990
Volkswagen,Passat,2020,148000,Prahova,18999
Volkswagen,Passat,2020,146923,Cluj,19290
Volkswagen,Passat,2020,123064,Braila,19900
Volkswagen,Passat,2020,150604,Bucuresti,19950
Volkswagen,Passat,2020,164000,Constanta,19999
Volkswagen,Passat,2020,122000,Bucuresti,20587
Volkswagen,Passat,2020,168850,Cluj,20590
Volkswagen,Passat,2020,185000,Cluj,21998
Volkswagen,Passat,2020,71154,Prahova,22253
Volkswagen,Passat,2020,89500,Bucuresti,22848
Volkswagen,Passat,2020,110004,Constanta,22895
Volkswagen,Passat,2020,46100,Ilfov,23700
Volkswagen,Passat,2020,136050,Timis,23800
Volkswagen,Passat,2020,163000,Timis,23800
Volkswagen,Passat,2020,165000,Arges,25800
Volkswagen,Passat,2020,90500,Cluj,25999
Volkswagen,Passat,2020,76590,Constanta,26300
Volkswagen,Passat,2020,77025,Bucuresti,26900
Volkswagen,Passat,2020,17198,Ilfov,28489
Volkswagen,Passat,2020,106700,Ilfov,30490
Volkswagen,Passat,2020,107980,Ilfov,30490
Volkswagen,Passat,2020,20081,Buzau,31800
Volkswagen,Passat,2020,45400,Galati,36499
Volkswagen,Passat,2021,193000,Arges,16990
Volkswagen,Passat,2021,83118,Ilfov,21449
Volkswagen,Passat,2021,136183,Sibiu,21900
Volkswagen,Passat,2021,157000,Maramures,21990
Volkswagen,Passat,2021,40000,Brasov,22400
Volkswagen,Passat,2021,26500,Constanta,26999
Volkswagen,Passat,2022,155000,Arges,17750
Volkswagen,Passat,2022,29000,Ilfov,25000
Volkswagen,Passat Alltrack,2013,279000,Bacau,9490
Volkswagen,Passat Alltrack,2013,222131,Bacau,9990
Volkswagen,Passat Alltrack,2013,190000,Alba,11200
Volkswagen,Passat Alltrack,2015,334000,Bacau,9999
Volkswagen,Passat Alltrack,2016,207500,Buzau,18400
Volkswagen,Passat Alltrack,2018,228000,Iasi,15900
Volkswagen,Passat Alltrack,2018,210000,Bihor,18500
Volkswagen,Passat Alltrack,2018,142000,Constanta,25000
Volkswagen,Passat Alltrack,2019,200696,Ilfov,18990
Volkswagen,Passat Alltrack,2020,110000,Galati,29000
Volkswagen,Passat Alltrack,2021,84605,Bucuresti,32500
Volkswagen,Passat CC,2008,199900,Ilfov,5999
Volkswagen,Passat CC,2008,205000,Galati,7990
Volkswagen,Passat CC,2009,315000,Arges,7499
Volkswagen,Passat CC,2009,206645,Bihor,7990
Volkswagen,Passat CC,2009,337000,Bacau,7999
Volkswagen,Passat CC,2009,198000,Timis,8390
Volkswagen,Passat CC,2009,200000,Galati,8990
Volkswagen,Passat CC,2009,258800,Galati,9500
Volkswagen,Passat CC,2009,257000,Arad,9699
Volkswagen,Passat CC,2009,244000,Arad,9999
Volkswagen,Passat CC,2010,260000,Giurgiu,7700
Volkswagen,Passat CC,2010,184101,Cluj,7800
Volkswagen,Passat CC,2010,267000,Constanta,7899
Volkswagen,Passat CC,2010,176000,Timis,8190
Volkswagen,Passat CC,2010,290000,Timis,8290
Volkswagen,Passat CC,2011,170000,Ilfov,7750
Volkswagen,Passat CC,2011,154157,Brasov,7950
Volkswagen,Passat CC,2011,354356,Timis,7999
Volkswagen,Passat CC,2011,204000,Ilfov,8500
Volkswagen,Passat CC,2011,252000,Ialomita,8790
Volkswagen,Passat CC,2011,210000,Timis,8999
Volkswagen,Passat CC,2012,200000,Alba,11200
Volkswagen,Passat CC,2012,187960,Arges,11350
Volkswagen,Passat CC,2012,195616,Arges,12790
Volkswagen,Passat CC,2012,195478,Braila,13090
Volkswagen,Passat CC,2012,162064,Sibiu,13199
Volkswagen,Passat CC,2012,237000,Timis,13499
Volkswagen,Passat CC,2012,151204,Arges,13790
Volkswagen,Passat CC,2013,204000,Constanta,9500
Volkswagen,Passat CC,2013,177191,Valcea,9800
Volkswagen,Passat CC,2013,262000,Arges,10800
Volkswagen,Passat CC,2013,231000,Bacau,10990
Volkswagen,Passat CC,2013,218000,Ilfov,11450
Volkswagen,Passat CC,2013,199999,Arges,11999
Volkswagen,Passat CC,2013,176000,Galati,12990
Volkswagen,Passat CC,2013,189783,Bucuresti,13490
Volkswagen,Passat CC,2014,92329,Prahova,3999
Volkswagen,Passat CC,2014,239000,Satu Mare,10990
Volkswagen,Passat CC,2014,216000,Mures,13500
Volkswagen,Passat CC,2015,139000,Galati,12990
Volkswagen,Passat CC,2015,247000,Ilfov,14989
Volkswagen,Passat CC,2015,169497,Salaj,15700
Volkswagen,Phaeton,2007,291000,Bacau,4499
Volkswagen,Phaeton,2012,264000,Arad,11400
Volkswagen,Phaeton,2014,167500,Bucuresti,22491
Volkswagen,Polo,2005,208900,Timis,2400
Volkswagen,Polo,2006,133000,Arad,2390
Volkswagen,Polo,2006,197000,Covasna,2800
Volkswagen,Polo,2006,103000,Cluj,3500
Volkswagen,Polo,2007,210000,Bihor,2450
Volkswagen,Polo,2008,170000,Caras-Severin,1990
Volkswagen,Polo,2008,208000,Dolj,1990
Volkswagen,Polo,2008,252000,Arad,2390
Volkswagen,Polo,2008,205000,Timis,2400
Volkswagen,Polo,2008,210000,Galati,2800
Volkswagen,Polo,2009,191200,Bihor,2250
Volkswagen,Polo,2009,242457,Galati,3050
Volkswagen,Polo,2009,225000,Arges,4150
Volkswagen,Polo,2009,228146,Neamt,4690
Volkswagen,Polo,2010,169000,Hunedoara,4900
Volkswagen,Polo,2010,171000,Cluj,4990
Volkswagen,Polo,2010,198000,Timis,4999
Volkswagen,Polo,2010,183101,Satu Mare,5200
Volkswagen,Polo,2010,210000,Bihor,5490
Volkswagen,Polo,2010,162000,Arad,6699
Volkswagen,Polo,2010,150000,Bacau,8550
Volkswagen,Polo,2011,212000,Alba,4100
Volkswagen,Polo,2011,140000,Dolj,4490
Volkswagen,Polo,2011,194000,Cluj,4789
Volkswagen,Polo,2011,205159,Prahova,4850
Volkswagen,Polo,2011,140000,Cluj,4990
Volkswagen,Polo,2011,202738,Cluj,4990
Volkswagen,Polo,2011,191200,Hunedoara,5750
Volkswagen,Polo,2011,186000,Arges,6550
Volkswagen,Polo,2011,151000,Bacau,8950
Volkswagen,Polo,2012,206432,Salaj,3850
Volkswagen,Polo,2012,172318,Constanta,4600
Volkswagen,Polo,2012,170000,Arad,4950
Volkswagen,Polo,2012,209000,Timis,4990
Volkswagen,Polo,2012,219000,Prahova,5199
Volkswagen,Polo,2012,224583,Cluj,5500
Volkswagen,Polo,2012,199810,Cluj,5750
Volkswagen,Polo,2012,207000,Timis,6490
Volkswagen,Polo,2012,130000,Sibiu,6499
Volkswagen,Polo,2012,122000,Ilfov,7000
Volkswagen,Polo,2012,143000,Bacau,8990
Volkswagen,Polo,2013,195000,Valcea,3300
Volkswagen,Polo,2013,191255,Dambovita,4995
Volkswagen,Polo,2013,189000,Mures,5899
Volkswagen,Polo,2013,105000,Mures,6199
Volkswagen,Polo,2013,145000,Cluj,8800
Volkswagen,Polo,2014,236102,Cluj,6199
Volkswagen,Polo,2014,214162,Mures,6490
Volkswagen,Polo,2015,190000,Maramures,6590
Volkswagen,Polo,2015,163887,Timis,6699
Volkswagen,Polo,2015,249000,Arad,8250
Volkswagen,Polo,2016,264400,Arges,7138
Volkswagen,Polo,2016,36922,Bucuresti,11250
Volkswagen,Polo,2016,93100,Cluj,17400
Volkswagen,Polo,2017,150300,Arges,7000
Volkswagen,Polo,2017,117497,Gorj,8700
Volkswagen,Polo,2017,104853,Bucuresti,8949
Volkswagen,Polo,2017,107831,Bucuresti,8949
Volkswagen,Polo,2017,196000,Cluj,9250
Volkswagen,Polo,2017,87429,Suceava,9699
Volkswagen,Polo,2017,115488,Suceava,9699
Volkswagen,Polo,2018,147000,Cluj,8949
Volkswagen,Polo,2018,199000,Dambovita,9163
Volkswagen,Polo,2018,11960,Bihor,9998
Volkswagen,Polo,2018,63000,Bucuresti,10650
Volkswagen,Polo,2018,138500,Dolj,10900
Volkswagen,Polo,2018,37600,Arad,11898
Volkswagen,Polo,2019,235000,Iasi,7489
Volkswagen,Polo,2019,160000,Bucuresti,7750
Volkswagen,Polo,2019,119000,Bucuresti,8150
Volkswagen,Polo,2019,133800,Bucuresti,8989
Volkswagen,Polo,2019,45500,Ilfov,9300
Volkswagen,Polo,2019,81237,Ilfov,9690
Volkswagen,Polo,2019,144000,Valcea,9758
Volkswagen,Polo,2019,54625,Arges,9850
Volkswagen,Polo,2019,55133,Ilfov,10090
Volkswagen,Polo,2019,66731,Ilfov,10389
Volkswagen,Polo,2019,55158,Ilfov,10489
Volkswagen,Polo,2019,114049,Ilfov,11690
Volkswagen,Polo,2019,230000,Cluj,11990
Volkswagen,Polo,2019,39573,Prahova,13000
Volkswagen,Polo,2019,29078,Bacau,13799
Volkswagen,Polo,2019,62000,Dambovita,14990
Volkswagen,Polo,2019,29504,Cluj,17499
Volkswagen,Polo,2020,161000,Bucuresti,8650
Volkswagen,Polo,2020,71000,Bucuresti,10950
Volkswagen,Polo,2020,125587,Bucuresti,10990
Volkswagen,Polo,2021,59671,Bucuresti,12750
Volkswagen,Polo,2021,59205,Bucuresti,12900
Volkswagen,Polo,2021,64166,Bucuresti,12900
Volkswagen,Polo,2021,54095,Bucuresti,12990
Volkswagen,Polo,2021,54467,Bucuresti,12990
Volkswagen,Polo,2021,57731,Bucuresti,12990
Volkswagen,Polo,2021,65841,Bucuresti,12990
Volkswagen,Polo,2021,75001,Bucuresti,12990
Volkswagen,Polo,2021,74765,Ilfov,13189
Volkswagen,Polo,2021,70406,Bucuresti,13900
Volkswagen,Polo,2022,27255,Ilfov,16489
Volkswagen,Polo,2023,3,Ilfov,19800
Volkswagen,Polo,2023,1,Mures,21583
Volkswagen,Polo,2023,3,Timis,23458
Volkswagen,Scirocco,1985,150000,Mures,10500
Volkswagen,Scirocco,2009,210689,Ilfov,7490
Volkswagen,Scirocco,2009,244700,Braila,23000
Volkswagen,Scirocco,2010,99000,Ilfov,6699
Volkswagen,Scirocco,2011,180000,Bacau,7699
Volkswagen,Sharan,2003,270000,Bacau,2450
Volkswagen,Sharan,2008,270000,Constanta,2500
Volkswagen,Sharan,2009,280000,Bacau,4250
Volkswagen,Sharan,2011,243378,Neamt,7650
Volkswagen,Sharan,2011,298500,Teleorman,8500
Volkswagen,Sharan,2011,203612,Mures,8990
Volkswagen,Sharan,2011,297000,Arad,8999
Volkswagen,Sharan,2011,301612,Maramures,10800
Volkswagen,Sharan,2012,295000,Bacau,8500
Volkswagen,Sharan,2012,196032,Neamt,10500
Volkswagen,Sharan,2013,223000,Bihor,12250
Volkswagen,Sharan,2013,228000,Arad,12750
Volkswagen,Sharan,2013,220700,Timis,12800
Volkswagen,Sharan,2015,100000,Ilfov,14500
Volkswagen,Sharan,2017,114070,Bucuresti,22990
Volkswagen,Sharan,2018,248000,Timis,19950
Volkswagen,T-Cross,2019,42413,Timis,17000
Volkswagen,T-Cross,2019,45000,Valcea,17900
Volkswagen,T-Cross,2019,34900,Ilfov,17990
Volkswagen,T-Cross,2019,27950,Ilfov,22480
Volkswagen,T-Cross,2019,7986,Ilfov,26397
Volkswagen,T-Cross,2021,19000,Valcea,17374
Volkswagen,T-Cross,2021,37872,Arges,17490
Volkswagen,T-Cross,2021,54037,Ilfov,19200
Volkswagen,T-Cross,2022,26000,Ilfov,21490
Volkswagen,T-Cross,2023,15000,Ilfov,18900
Volkswagen,T-Cross,2023,1500,Valcea,22300
Volkswagen,T-Cross,2023,5,Arges,22594
Volkswagen,T-Cross,2023,9000,Arges,22900
Volkswagen,T-Cross,2023,5,Arges,24726
Volkswagen,T-ROC,2018,142010,Ilfov,17989
Volkswagen,T-ROC,2018,243000,Cluj,17990
Volkswagen,T-ROC,2018,104051,Ilfov,19990
Volkswagen,T-ROC,2018,69269,Buzau,23250
Volkswagen,T-ROC,2019,86658,Constanta,17700
Volkswagen,T-ROC,2019,51000,Bucuresti,17800
Volkswagen,T-ROC,2019,62500,Hunedoara,18900
Volkswagen,T-ROC,2019,113000,Bihor,19999
Volkswagen,T-ROC,2019,105000,Bacau,23490
Volkswagen,T-ROC,2019,90866,Cluj,23600
Volkswagen,T-ROC,2020,32656,Braila,19439
Volkswagen,T-ROC,2020,57000,Valcea,19516
Volkswagen,T-ROC,2020,147000,Dambovita,20825
Volkswagen,T-ROC,2020,102396,Constanta,25300
Volkswagen,T-ROC,2021,87490,Cluj,18099
Volkswagen,T-ROC,2021,87769,Cluj,18101
Volkswagen,T-ROC,2021,62918,Bucuresti,25401
Volkswagen,T-ROC,2022,1,Ilfov,25300
Volkswagen,T-ROC,2023,3000,Dambovita,24200
Volkswagen,T-ROC,2023,1,Mures,38129
Volkswagen,T-ROC,2024,10,Bistrita-Nasaud,25785
Volkswagen,Taigo,2022,8000,Arges,22990
Volkswagen,Taigo,2023,1,Mures,19029
Volkswagen,Taigo,2023,14000,Dambovita,21000
Volkswagen,Taigo,2023,12105,Constanta,22290
Volkswagen,Taigo,2023,1,Mures,22532
Volkswagen,Taigo,2023,14460,Bucuresti,22899
Volkswagen,Taigo,2023,13000,Ilfov,24500
Volkswagen,Taigo,2023,1,Bacau,26500
Volkswagen,Tiguan,2008,218000,Suceava,6000
Volkswagen,Tiguan,2008,220000,Mehedinti,6499
Volkswagen,Tiguan,2008,202000,Timis,8250
Volkswagen,Tiguan,2008,159844,Bucuresti,8450
Volkswagen,Tiguan,2008,197855,Gorj,9500
Volkswagen,Tiguan,2009,180000,Sibiu,6495
Volkswagen,Tiguan,2009,286000,Constanta,7900
Volkswagen,Tiguan,2009,214685,Ilfov,7990
Volkswagen,Tiguan,2009,220000,Neamt,8270
Volkswagen,Tiguan,2009,221000,Timis,8499
Volkswagen,Tiguan,2009,215000,Prahova,8700
Volkswagen,Tiguan,2009,190785,Suceava,8750
Volkswagen,Tiguan,2009,182000,Timis,9390
Volkswagen,Tiguan,2010,180000,Mures,6790
Volkswagen,Tiguan,2010,175000,Mures,6890
Volkswagen,Tiguan,2010,145425,Cluj,6990
Volkswagen,Tiguan,2010,175000,Mures,7890
Volkswagen,Tiguan,2010,192000,Arad,8500
Volkswagen,Tiguan,2010,159000,Sibiu,8590
Volkswagen,Tiguan,2010,220000,Mures,9390
Volkswagen,Tiguan,2010,220000,Iasi,9600
Volkswagen,Tiguan,2011,190825,Bacau,7790
Volkswagen,Tiguan,2011,170000,Mures,7890
Volkswagen,Tiguan,2011,270000,Bacau,8000
Volkswagen,Tiguan,2011,281000,Valcea,8000
Volkswagen,Tiguan,2011,214000,Valcea,9380
Volkswagen,Tiguan,2011,207000,Galati,9995
Volkswagen,Tiguan,2011,170000,Ilfov,9999
Volkswagen,Tiguan,2011,152735,Cluj,11900
Volkswagen,Tiguan,2011,165320,Brasov,12400
Volkswagen,Tiguan,2011,234000,Timis,12499
Volkswagen,Tiguan,2012,285000,Cluj,8600
Volkswagen,Tiguan,2012,330000,Sibiu,9600
Volkswagen,Tiguan,2012,247490,Cluj,9800
Volkswagen,Tiguan,2012,195700,Valcea,10000
Volkswagen,Tiguan,2012,253800,Sibiu,10500
Volkswagen,Tiguan,2012,223400,Bacau,10900
Volkswagen,Tiguan,2012,130000,Iasi,11000
Volkswagen,Tiguan,2012,250187,Cluj,11499
Volkswagen,Tiguan,2012,209245,Timis,11800
Volkswagen,Tiguan,2012,216000,Arad,11900
Volkswagen,Tiguan,2012,177000,Cluj,11950
Volkswagen,Tiguan,2012,183011,Valcea,11990
Volkswagen,Tiguan,2012,195000,Braila,11990
Volkswagen,Tiguan,2012,240000,Bacau,11990
Volkswagen,Tiguan,2012,212000,Cluj,11999
Volkswagen,Tiguan,2012,169000,Cluj,12290
Volkswagen,Tiguan,2012,187619,Bucuresti,12450
Volkswagen,Tiguan,2012,226000,Arad,12499
Volkswagen,Tiguan,2012,213418,Constanta,12500
Volkswagen,Tiguan,2012,232000,Ilfov,12500
Volkswagen,Tiguan,2012,184000,Covasna,12800
Volkswagen,Tiguan,2012,164432,Alba,12850
Volkswagen,Tiguan,2012,176090,Bucuresti,13250
Volkswagen,Tiguan,2012,181947,Suceava,13490
Volkswagen,Tiguan,2013,198000,Timis,9299
Volkswagen,Tiguan,2013,243000,Timis,9999
Volkswagen,Tiguan,2013,164000,Cluj,10490
Volkswagen,Tiguan,2013,228000,Sibiu,10590
Volkswagen,Tiguan,2013,270000,Arad,10800
Volkswagen,Tiguan,2013,194000,Braila,10990
Volkswagen,Tiguan,2013,300100,Mures,11000
Volkswagen,Tiguan,2013,256287,Suceava,11500
Volkswagen,Tiguan,2013,198511,Timis,11650
Volkswagen,Tiguan,2013,265000,Cluj,11900
Volkswagen,Tiguan,2013,195459,Bucuresti,11950
Volkswagen,Tiguan,2013,189000,Timis,11990
Volkswagen,Tiguan,2013,189497,Ilfov,11990
Volkswagen,Tiguan,2013,196000,Timis,12000
Volkswagen,Tiguan,2013,254000,Arad,12300
Volkswagen,Tiguan,2013,178960,Vrancea,12450
Volkswagen,Tiguan,2013,197000,Timis,12499
Volkswagen,Tiguan,2013,200000,Bacau,13190
Volkswagen,Tiguan,2013,210380,Cluj,13390
Volkswagen,Tiguan,2013,241000,Ilfov,13490
Volkswagen,Tiguan,2013,218094,Cluj,14000
Volkswagen,Tiguan,2013,168070,Bucuresti,15250
Volkswagen,Tiguan,2014,176000,Iasi,9290
Volkswagen,Tiguan,2014,202500,Arges,11190
Volkswagen,Tiguan,2014,171000,Bucuresti,11499
Volkswagen,Tiguan,2014,177211,Timis,11650
Volkswagen,Tiguan,2014,257000,Iasi,12500
Volkswagen,Tiguan,2014,167643,Arges,12900
Volkswagen,Tiguan,2014,169200,Cluj,12990
Volkswagen,Tiguan,2014,253000,Timis,12999
Volkswagen,Tiguan,2014,140000,Timis,13000
Volkswagen,Tiguan,2014,266777,Mures,13590
Volkswagen,Tiguan,2014,167382,Dambovita,13900
Volkswagen,Tiguan,2015,203000,Timis,11990
Volkswagen,Tiguan,2015,291608,Bacau,12900
Volkswagen,Tiguan,2015,176000,Cluj,12999
Volkswagen,Tiguan,2015,188000,Cluj,14500
Volkswagen,Tiguan,2015,182000,Brasov,14750
Volkswagen,Tiguan,2015,182000,Harghita,16990
Volkswagen,Tiguan,2016,195000,Arges,12500
Volkswagen,Tiguan,2016,178344,Giurgiu,12990
Volkswagen,Tiguan,2016,223000,Timis,14800
Volkswagen,Tiguan,2016,201486,Ilfov,16950
Volkswagen,Tiguan,2016,230000,Cluj,17900
Volkswagen,Tiguan,2016,174000,Iasi,17990
Volkswagen,Tiguan,2016,166698,Bucuresti,18449
Volkswagen,Tiguan,2016,160500,Suceava,19499
Volkswagen,Tiguan,2016,128800,Bacau,20490
Volkswagen,Tiguan,2016,173015,Bucuresti,21450
Volkswagen,Tiguan,2016,83866,Cluj,23450
Volkswagen,Tiguan,2017,181000,Prahova,14750
Volkswagen,Tiguan,2017,97000,Arges,15000
Volkswagen,Tiguan,2017,193377,Valcea,17498
Volkswagen,Tiguan,2017,146072,Brasov,17500
Volkswagen,Tiguan,2017,236000,Cluj,17500
Volkswagen,Tiguan,2017,100000,Bucuresti,17648
Volkswagen,Tiguan,2017,250000,Iasi,17650
Volkswagen,Tiguan,2017,149680,Vrancea,17850
Volkswagen,Tiguan,2017,197000,Prahova,17949
Volkswagen,Tiguan,2017,231000,Bacau,18190
Volkswagen,Tiguan,2017,162400,Bucuresti,18489
Volkswagen,Tiguan,2017,126000,Olt,18500
Volkswagen,Tiguan,2017,120052,Bucuresti,18750
Volkswagen,Tiguan,2017,124000,Bucuresti,18750
Volkswagen,Tiguan,2017,147741,Ilfov,18990
Volkswagen,Tiguan,2017,180000,Vrancea,19900
Volkswagen,Tiguan,2017,125000,Bucuresti,19950
Volkswagen,Tiguan,2017,172000,Sibiu,20500
Volkswagen,Tiguan,2017,184004,Bistrita-Nasaud,20500
Volkswagen,Tiguan,2017,174743,Bucuresti,20750
Volkswagen,Tiguan,2017,185000,Galati,20950
Volkswagen,Tiguan,2017,129000,Bucuresti,21449
Volkswagen,Tiguan,2017,242000,Cluj,21850
Volkswagen,Tiguan,2017,146000,Valcea,21896
Volkswagen,Tiguan,2017,194000,Braila,21990
Volkswagen,Tiguan,2017,154827,Ilfov,22649
Volkswagen,Tiguan,2017,171000,Sibiu,22899
Volkswagen,Tiguan,2017,133000,Suceava,23300
Volkswagen,Tiguan,2017,95683,Bacau,24900
Volkswagen,Tiguan,2017,183394,Alba,24900
Volkswagen,Tiguan,2017,154250,Bucuresti,27200
Volkswagen,Tiguan,2018,285200,Valcea,14990
Volkswagen,Tiguan,2018,236000,Arges,17900
Volkswagen,Tiguan,2018,180000,Galati,18690
Volkswagen,Tiguan,2018,183298,Cluj,18999
Volkswagen,Tiguan,2018,179700,Alba,19999
Volkswagen,Tiguan,2018,195000,Alba,19999
Volkswagen,Tiguan,2018,83000,Iasi,21000
Volkswagen,Tiguan,2018,187950,Bucuresti,21420
Volkswagen,Tiguan,2018,179965,Arges,21900
Volkswagen,Tiguan,2018,216000,Sibiu,21999
Volkswagen,Tiguan,2018,144400,Bucuresti,22300
Volkswagen,Tiguan,2018,128187,Bucuresti,22450
Volkswagen,Tiguan,2018,140005,Bistrita-Nasaud,22600
Volkswagen,Tiguan,2018,172000,Cluj,22999
Volkswagen,Tiguan,2018,199000,Alba,22999
Volkswagen,Tiguan,2018,170280,Bucuresti,23200
Volkswagen,Tiguan,2018,120004,Ilfov,23289
Volkswagen,Tiguan,2018,122790,Cluj,23499
Volkswagen,Tiguan,2018,181000,Cluj,23499
Volkswagen,Tiguan,2018,121800,Bucuresti,23883
Volkswagen,Tiguan,2018,172834,Suceava,23999
Volkswagen,Tiguan,2018,98000,Bucuresti,25997
Volkswagen,Tiguan,2018,120000,Brasov,26000
Volkswagen,Tiguan,2018,39970,Ilfov,26999
Volkswagen,Tiguan,2018,118000,Timis,27500
Volkswagen,Tiguan,2018,148897,Galati,28548
Volkswagen,Tiguan,2018,46619,Bucuresti,30449
Volkswagen,Tiguan,2018,55057,Valcea,31997
Volkswagen,Tiguan,2019,231000,Arad,16800
Volkswagen,Tiguan,2019,235000,Bihor,17899
Volkswagen,Tiguan,2019,50700,Galati,18600
Volkswagen,Tiguan,2019,128000,Valcea,22074
Volkswagen,Tiguan,2019,163530,Arges,22850
Volkswagen,Tiguan,2019,63430,Bucuresti,22889
Volkswagen,Tiguan,2019,184000,Cluj,22950
Volkswagen,Tiguan,2019,124000,Dambovita,22967
Volkswagen,Tiguan,2019,141188,Ilfov,23448
Volkswagen,Tiguan,2019,155251,Bacau,23800
Volkswagen,Tiguan,2019,182000,Galati,23900
Volkswagen,Tiguan,2019,199000,Arges,23900
Volkswagen,Tiguan,2019,182921,Cluj,24190
Volkswagen,Tiguan,2019,122506,Ilfov,24490
Volkswagen,Tiguan,2019,159440,Cluj,24499
Volkswagen,Tiguan,2019,142000,Constanta,24700
Volkswagen,Tiguan,2019,159000,Galati,24800
Volkswagen,Tiguan,2019,62618,Bacau,24899
Volkswagen,Tiguan,2019,88940,Vrancea,25500
Volkswagen,Tiguan,2019,124823,Bihor,25900
Volkswagen,Tiguan,2019,147134,Ilfov,25900
Volkswagen,Tiguan,2019,40869,Bucuresti,25949
Volkswagen,Tiguan,2019,148754,Galati,26168
Volkswagen,Tiguan,2019,107042,Bucuresti,26894
Volkswagen,Tiguan,2019,128000,Bucuresti,26894
Volkswagen,Tiguan,2019,139517,Galati,27358
Volkswagen,Tiguan,2019,147242,Dambovita,27489
Volkswagen,Tiguan,2019,138589,Cluj,28290
Volkswagen,Tiguan,2019,78200,Bucuresti,28350
Volkswagen,Tiguan,2019,101774,Bucuresti,28449
Volkswagen,Tiguan,2019,122089,Constanta,28900
Volkswagen,Tiguan,2019,57000,Ilfov,29500
Volkswagen,Tiguan,2019,101605,Bacau,30899
Volkswagen,Tiguan,2019,66800,Constanta,34500
Volkswagen,Tiguan,2020,132500,Bucuresti,18400
Volkswagen,Tiguan,2020,181950,Ilfov,18988
Volkswagen,Tiguan,2020,208000,Neamt,20900
Volkswagen,Tiguan,2020,11982,Bihor,22489
Volkswagen,Tiguan,2020,198000,Arges,23750
Volkswagen,Tiguan,2020,168534,Bihor,24490
Volkswagen,Tiguan,2020,87054,Constanta,24500
Volkswagen,Tiguan,2020,189000,Alba,24999
Volkswagen,Tiguan,2020,173116,Timis,25600
Volkswagen,Tiguan,2020,189900,Bihor,25990
Volkswagen,Tiguan,2020,31657,Bucuresti,26500
Volkswagen,Tiguan,2020,68890,Constanta,26500
Volkswagen,Tiguan,2020,104919,Bucuresti,26500
Volkswagen,Tiguan,2020,49450,Dambovita,27900
Volkswagen,Tiguan,2020,172496,Arges,28980
Volkswagen,Tiguan,2020,123097,Cluj,29799
Volkswagen,Tiguan,2020,124000,Braila,29900
Volkswagen,Tiguan,2020,24570,Ilfov,34250
Volkswagen,Tiguan,2021,83000,Valcea,26061
Volkswagen,Tiguan,2021,80000,Arges,26950
Volkswagen,Tiguan,2021,68000,Valcea,27727
Volkswagen,Tiguan,2021,94416,Bucuresti,27900
Volkswagen,Tiguan,2021,91500,Bucuresti,27989
Volkswagen,Tiguan,2021,149684,Brasov,30500
Volkswagen,Tiguan,2021,26000,Galati,31990
Volkswagen,Tiguan,2022,13,Ilfov,35800
Volkswagen,Tiguan,2022,32677,Cluj,35849
Volkswagen,Tiguan,2022,2494,Ilfov,35950
Volkswagen,Tiguan,2023,12632,Buzau,42900
Volkswagen,Tiguan,2023,5,Arges,46990
Volkswagen,Touareg,2004,335000,Bacau,4490
Volkswagen,Touareg,2004,283000,Prahova,4600
Volkswagen,Touareg,2005,150000,Neamt,6850
Volkswagen,Touareg,2007,170000,Neamt,7200
Volkswagen,Touareg,2008,255864,Iasi,7800
Volkswagen,Touareg,2008,233000,Arad,8999
