Brand,Model,YearOfFabrication,Kilometres,Location,PriceEuro,ClientID,LicensePlateNumber,VIN
Renault,Kadjar,2017,190000,Arges,13600,SIKKQLVO,AG 890 CYH,VF1VMEK6E18A4TDL0
Renault,Kadjar,2017,146000,Arges,13990,AAMVVEKR,AG 288 YVB,VF1VVK4PV1OYHXFJ0
Renault,Kadjar,2017,163800,Cluj,13999,KLWWMIMA,CJ 092 VKJ,VF1VO0R7PGC5LKJ93
Renault,Kadjar,2017,95000,Bucuresti,14950,UDUFBVPT,B 971 SDA,VF1VGM7L7BJF4K448
Renault,Kadjar,2017,86463,Bucuresti,15749,IKGVEBLO,B 221 PST,VF1VCILQRDVX9A5S2
Renault,Kadjar,2017,100356,Bucuresti,15950,AZFXMHSD,B 863 EYJ,VF1VH0LGB68VJZUZ5
Renault,Kadjar,2017,85425,Ilfov,17950,INRNSMBW,IF 675 DWS,VF1V1H6CM1HU95ZN9
Renault,Kadjar,2018,187000,Vrancea,12800,XSXTRRPM,VN 481 EXX,VF1WDDR2UCZ6SODU9
Renault,Kadjar,2018,179420,Dolj,12900,EELCJIBO,DJ 248 ITV,VF1W56L3DUTW7QZD6
Renault,Kadjar,2018,170000,Sibiu,12998,PXRJXLOK,SB 057 QHV,VF1WCZG9AFZDHFPBX
Renault,Kadjar,2018,181485,Bucuresti,13250,EKSGJVII,B 898 XZN,VF1W2DL6J5CKMO8NX
Renault,Kadjar,2018,189000,Brasov,13300,EKBZWPCC,BV 130 YPM,VF1WPL6ELRY59G1EX
Renault,Kadjar,2018,140000,Vrancea,13400,KNEKUCVY,VN 765 BIR,VF1W4ZSDONLJF0221
Renault,Kadjar,2018,173315,Ilfov,13900,IZCNGMYD,IF 205 ZAP,VF1WB73ZGQDEGG546
Renault,Kadjar,2018,151000,Dambovita,13982,RUHXBGMI,DB 487 NFC,VF1WBMOYJ57UGGVX6
Renault,Kadjar,2018,28423,Iasi,14490,CLNKOPOM,IS 683 CHE,VF1WY1G5TS2WUBTN3
Renault,Kadjar,2018,176000,Timis,14499,FJBKFXDM,TM 942 SMY,VF1W3VQT87H3TMPN0
Renault,Kadjar,2018,148480,Prahova,14600,IDAWIIAP,PH 577 QFA,VF1WHZ25P75UDVQN5
Renault,Kadjar,2018,46000,Cluj,15450,BVZJSNQI,CJ 061 QVN,VF1WUCL1D12JAIPE3
Renault,Kadjar,2018,105700,Arges,15799,SWBEQZWC,AG 423 KJQ,VF1W42XXUS76FQKS8
Renault,Kadjar,2018,72500,Bucuresti,16399,ACOQFIIA,B 716 AUK,VF1W24AYVVANQN1A0
Renault,Kadjar,2018,89771,Bihor,16899,VMWAFYZB,BH 221 RVK,VF1WVM1408W2IJV51
Renault,Kadjar,2018,96169,Neamt,16999,PTLOKAMG,NT 894 JRO,VF1WZCWJWY8JYQE69
Renault,Kadjar,2019,173000,Prahova,13649,DOBJMVZZ,PH 252 DZM,VF1XPHIH4CRXFEL56
Renault,Kadjar,2019,220000,Timis,13650,GPPNOOPD,TM 140 INH,VF1XJIT6SYLESCKG7
Renault,Kadjar,2019,82000,Timis,13900,UYQOLTMP,TM 285 VKK,VF1X6W9T65E1Z8GU2
Renault,Kadjar,2019,139000,Constanta,14900,DEJIVCVW,CT 720 YWZ,VF1XSQ2F8GIZ0MEZ3
Renault,Kadjar,2019,168000,Mures,15988,FTCQVGBZ,MS 176 ISS,VF1XJ885SWRAZMTS2
Renault,Kadjar,2019,136320,Arges,16660,VPEWUVJD,AG 138 BMK,VF1XH736VH47XJKG9
Renault,Kadjar,2019,132600,Alba,16990,PGMXTADW,AB 386 RTR,VF1XDX3TBJ0C4XAY5
Renault,Kadjar,2020,232000,Vrancea,14950,OENDUWMQ,VN 631 LFW,VF1AR1G5WVP9UB751
Renault,Kadjar,2020,170000,Constanta,14999,QPPMKQUM,CT 365 DVG,VF1A1R7CXJY5FJ184
Renault,Kadjar,2020,60100,Prahova,15500,YVHUIIEM,PH 533 FMF,VF1A750UEMMMUI951
Renault,Kadjar,2020,51600,Prahova,15800,XNVEEQPW,PH 517 YFY,VF1AFXXKS7JF9RHR3
Renault,Kadjar,2020,153808,Arges,16660,JDDUNBQC,AG 615 SCZ,VF1AV2HVWLQZJK2W4
Renault,Kadjar,2022,18,Ilfov,25349,GSNFFINF,IF 076 YPA,VF1CB6EIZJLC4A8I0
Renault,Kadjar,2022,40,Ilfov,31237,POZDLUGJ,IF 392 RLX,VF1C2AKG8P1655JC6
Renault,Kangoo,2008,296000,Arges,1700,BXSGSGPL,AG 297 PHR,VF1JI0O4IMP483TBX
Renault,Kangoo,2009,302000,Timis,2999,POQKWEZL,TM 615 EBV,VF1KJD0HII7WCYHBX
Renault,Kangoo,2009,250000,Arad,3950,WFYOTOGF,AR 290 MYX,VF1KYL3ZPKNZSN170
Renault,Kangoo,2012,203211,Timis,4999,EQZYBZWP,TM 813 PIY,VF1N9JSTAMCIWXL77
Renault,Kangoo,2013,237000,Brasov,5800,ZMXWLUMJ,BV 929 OMN,VF1PS69ECTALIADB7
Renault,Kangoo,2013,100000,Bucuresti,6600,SHXJFXZU,B 644 VKT,VF1P8X6QPZ6ER0FU8
Renault,Kangoo,2015,287000,Brasov,5800,UZOALNMM,BV 778 DJW,VF1S5GW8IYGZD1VW5
Renault,Kangoo,2016,160000,Mures,8590,WNYOKFER,MS 878 XHJ,VF1TSTTQT0OU0VAK9
Renault,Kangoo,2016,115430,Mures,12971,BOJGSGNU,MS 741 DRI,VF1TL71CZB794D6V3
Renault,Kangoo,2017,125079,Brasov,6550,BWQKQSXF,BV 466 NWR,VF1V90MQ6AVRWZN96
Renault,Kangoo,2018,50000,Brasov,14500,DTRLGVYG,BV 004 MSG,VF1WWIOWJPKAK1RP6
Renault,Kangoo,2019,200000,Cluj,8200,TTMKDFTR,CJ 684 NDR,VF1XNT2Q1S43DD4X9
Renault,Kangoo,2019,159346,Ilfov,12490,WMSGUPUT,IF 220 LSG,VF1XJ5C0D4CX6UBB8
Renault,Kangoo,2019,20144,Bucuresti,13950,DZHMICTV,B 817 OIQ,VF1XXC16ML5UM5WQ8
Renault,Kangoo,2020,79000,Cluj,13789,QKWCVDWJ,CJ 571 YQP,VF1AZITM4KVZX9KK8
Renault,Kangoo,2023,8,Timis,18900,BBMQFWEK,TM 361 TER,VF1DR3ZZNVTI6M2D2
Renault,Koleos,2008,227527,Prahova,3900,USVVIJLW,PH 690 JGS,VF1JDQ0KEXU48SX95
Renault,Koleos,2009,221000,Cluj,4790,KDTPRHXO,CJ 054 NGA,VF1K7PBCOB4ZETB19
Renault,Koleos,2009,235000,Timis,4999,HXMEUODK,TM 409 HIP,VF1K2WDMXTXSGQ8O1
Renault,Koleos,2009,162461,Bacau,6990,TOHYOESE,BC 454 QDR,VF1KUD1HOKBCYFB58
Renault,Koleos,2009,244266,Suceava,7550,XVTQFRES,SV 714 ZXV,VF1KSKGZB4BR1N84X
Renault,Koleos,2010,247000,Timis,6499,NZUXBOWT,TM 745 MNE,VF1L018HG5DZ9BLM1
Renault,Koleos,2010,171100,Mures,6999,BLOZWSSD,MS 105 DNK,VF1LNEE01KCQXABO4
Renault,Koleos,2012,167000,Timis,6750,IUGVHXHD,TM 873 EKJ,VF1NES4GS65YB4NE5
Renault,Koleos,2012,258000,Prahova,6850,UOSIUBEX,PH 609 RCF,VF1N14MDK6AQ1L0P1
Renault,Koleos,2012,209000,Timis,7690,BZORBMJO,TM 829 VOW,VF1N9DH6A6U7NB6Z3
Renault,Koleos,2012,153000,Timis,9499,BTBGAXRS,TM 336 ZVD,VF1NII4N5JP8UZPO2
Renault,Koleos,2013,220000,Galati,6890,XHHREIMC,GL 211 KHQ,VF1PS32E79T6N0IV0
Renault,Koleos,2013,209800,Cluj,6990,MPGLVPGQ,CJ 504 DJP,VF1PPGWAU057O3GX3
Renault,Koleos,2013,186000,Cluj,7690,PTEPSQYC,CJ 361 YMC,VF1P2UO5A61L55A33
Renault,Koleos,2013,190000,Arges,8490,RABHCVHD,AG 459 NKO,VF1PT6KJEGQ1MR9W2
Renault,Koleos,2013,217000,Mures,8890,CWPEWGYR,MS 827 BGB,VF1PS17VU04ZVD3WX
Renault,Koleos,2014,200900,Galati,8190,QLOCTMKB,GL 122 AFC,VF1RPTDW9UNU6J8F2
Renault,Koleos,2015,210000,Timis,8490,OKLZFLHF,TM 301 GOH,VF1S9D63Z6CJTHTN6
Renault,Koleos,2015,185681,Arges,9250,TVAOZKFU,AG 707 KRN,VF1S2E4PMIIZEX0E5
Renault,Koleos,2015,159999,Arges,9399,WQHKYBUB,AG 212 JGC,VF1SB7PR1G0CVHU42
Renault,Koleos,2017,217000,Cluj,15499,PPVEIDIT,CJ 349 GRA,VF1VCXVFWDK9YHST7
Renault,Koleos,2017,199000,Ilfov,17500,HOEZALOQ,IF 442 MTI,VF1VOUOSBMMESZ798
Renault,Koleos,2017,141136,Arges,20990,KVDXJEJE,AG 854 UMC,VF1VIKM9BNUFKPLT6
Renault,Koleos,2017,163817,Ilfov,21700,ZRQLAXWT,IF 715 YOJ,VF1VFYWHCW7IJ0ES1
Renault,Koleos,2018,156000,Arges,16499,AJUXBDCG,AG 066 CYD,VF1W5U1OQZ117ZC09
Renault,Koleos,2018,120694,Valcea,20798,WTVTPGMK,VL 378 XLD,VF1W9F0NGNM0GHET3
Renault,Koleos,2018,90280,Bacau,22990,NKFOUICH,BC 032 RPO,VF1WFZHJLEGRAM0C9
Renault,Koleos,2018,201000,Bucuresti,23193,ZCSUBRMZ,B 057 VTE,VF1W3184NRS8KDDE9
Renault,Koleos,2018,43029,Galati,29738,VXQWADDP,GL 551 GXG,VF1W61BJPNW2TO2JX
Renault,Koleos,2019,179941,Valcea,18999,JVKVPLNV,VL 560 HUS,VF1XCTM0J7MRYRJ54
Renault,Koleos,2019,158000,Galati,21999,KDDMYZGS,GL 791 BES,VF1XIYKNX7HBK9N91
Renault,Koleos,2019,118160,Braila,24900,AFRNOAEV,BR 318 CLS,VF1XYL37CAX6OMEY7
Renault,Koleos,2020,94636,Valcea,19999,RVEAHLTP,VL 081 HZU,VF1AP63YE5ZXWTE13
Renault,Koleos,2020,232130,Arges,20990,TGPYMITR,AG 266 BZO,VF1AR40Z9ALV9NEG1
Renault,Koleos,2021,28850,Bistrita-Nasaud,32298,XENGRHCG,BN 763 BTL,VF1B583CMDQ4GDWN9
Renault,Koleos,2021,33787,Harghita,32890,ZKSIVLHQ,HR 744 ZQZ,VF1BPM2CNO5YZQG00
Renault,Koleos,2021,12604,Suceava,33999,IHZNJITI,SV 594 ZEX,VF1BKUP2D78C668O2
Renault,Laguna,2005,255000,Hunedoara,2000,PHXDOWQL,HD 979 YTZ,VF1F96TWK3NV9FN99
Renault,Laguna,2007,205000,Bacau,4350,XZLVTPGF,BC 340 OAS,VF1HF20XSMH66FJ41
Renault,Laguna,2008,259000,Bacau,3990,NMGJRWVH,BC 556 YGJ,VF1JD0MHKI6X04DY6
Renault,Laguna,2008,236000,Timis,4499,YZKEOVIF,TM 043 UFI,VF1JAMXCT4BDYBXL9
Renault,Laguna,2009,240000,Bacau,4450,KNHYVTQE,BC 917 ZFJ,VF1KTA5R9RXB6K9G5
Renault,Laguna,2009,238000,Bacau,4499,SQCOXOYU,BC 887 PTC,VF1K5D2WCDAXK0QX6
Renault,Laguna,2011,260000,Buzau,3500,QKPHHVCW,BZ 731 FPX,VF1M3ANU8XVU3IYS2
Renault,Laguna,2011,187000,Ilfov,6450,CYPDFSVE,IF 375 ODL,VF1MVF8GDPTPPGG41
Renault,Laguna,2011,219000,Galati,6490,FENJOQTT,GL 343 BXB,VF1M5XBTPZP1M6MQ5
Renault,Laguna,2012,201000,Galati,5990,WFJSLDGK,GL 109 GAE,VF1NQFZQMK6D4RM99
Renault,Laguna,2012,50000,Bucuresti,8489,IZTHSDTJ,B 657 WRP,VF1NS3FKCVKDN8DD8
Renault,Laguna,2013,173400,Ilfov,7850,RXYMGUVW,IF 508 ZWY,VF1PKL4ULUXDVIH26
Renault,Laguna,2014,255000,Arges,7200,QIQXOWBH,AG 138 UBN,VF1RHB1FBGJ12X8V9
Renault,Laguna,2014,172300,Galati,7690,NBGVPACM,GL 880 HFL,VF1RNRCLQIG4CIPA0
Renault,Laguna,2015,214000,Galati,6190,UBSOFAFL,GL 792 MLS,VF1STKVA5QCIVILH9
Renault,Laguna,2015,208780,Ilfov,6990,ZGEDWNCU,IF 017 IMP,VF1SFEGTZH4VW4KZ4
Renault,Laguna,2015,215000,Timis,6999,NZAUBQVE,TM 277 CGN,VF1SOAZ5DU5G06391
Renault,Latitude,2010,275370,Arad,5950,JNETPVUF,AR 730 ISQ,VF1LSDBN8ZWWHD2W2
Renault,Latitude,2011,158000,Cluj,7300,CISMVQNJ,CJ 890 MUT,VF1MVWUH82YFIRVCX
Renault,Master,2006,10,Cluj,4799,OSTDNWJQ,CJ 183 KBY,VF1G29R2CHNXM7XQ6
Renault,Master,2014,469374,Timis,11999,GJQWDKVU,TM 425 TJJ,VF1RVY33N2LP5U8Z2
Renault,Master,2014,70000,Ilfov,15000,XMTHBKME,IF 169 SSX,VF1RVH00RG0MHFT19
Renault,Master,2016,188600,Iasi,10700,JZMLNLKR,IS 298 ACI,VF1T6JHTOF9MENKS3
Renault,Master,2020,238000,Timis,23514,QGWNOKUD,TM 504 FEG,VF1AFC1J9PAMCT8J8
Renault,Master,2020,180000,Bistrita-Nasaud,29155,FRXZWQMO,BN 779 TNG,VF1A2JBOPDVQ3LE90
Renault,Master,2023,10,Satu Mare,32500,FRHFVDVP,SM 280 UNQ,VF1DC88CT8R6R14Q4
Renault,Master,2023,10,Arad,44625,YPUCJRCZ,AR 140 DMN,VF1DOBX6CICWJ5AUX
Renault,Master,2023,9,Arad,47005,AQWLLFIT,AR 947 GNV,VF1D15V293P4P8FU3
Renault,Megane,2006,218000,Brasov,2300,BGIAHPXI,BV 375 EGM,VF1GU48IGX5JDDW70
Renault,Megane,2006,260000,Ilfov,11000,XKQCRFWD,IF 252 GQI,VF1GDCUN1S5AKU1B8
Renault,Megane,2007,172000,Cluj,1899,ILQHWOSG,CJ 739 QFC,VF1H87HUP84Z0O783
Renault,Megane,2007,166790,Bucuresti,2950,VAVOCJEU,B 538 OHB,VF1HN1C579V3FEP11
Renault,Megane,2007,350000,Arges,3000,KESGJKJD,AG 627 GHN,VF1HA3Z5DRG5NDA75
Renault,Megane,2008,295000,Valcea,2050,SAEASCGJ,VL 367 VKG,VF1JBHUL7ZBLLKYE8
Renault,Megane,2009,201000,Bihor,2490,UVBQNCWD,BH 582 DUS,VF1KBTCPV2SSDNYG0
Renault,Megane,2009,193000,Arad,2990,DNTOOVJS,AR 888 VZU,VF1KS7Y649DSSJ482
Renault,Megane,2009,218300,Iasi,4250,CYMDSCZF,IS 963 XEQ,VF1KRKMTYR5ZBI2I0
Renault,Megane,2009,237000,Iasi,4990,URHFSAEZ,IS 878 GRH,VF1K6CFL03SK19M67
Renault,Megane,2010,178000,Timis,3700,VGTYJMYJ,TM 015 WZY,VF1L0O3VGJDOOPW91
Renault,Megane,2010,295000,Salaj,4000,UXHRWGMJ,SJ 674 SVH,VF1LJPGHQ3TVEDIQ4
Renault,Megane,2010,258000,Bacau,4350,YMEEZRXR,BC 789 UIT,VF1LR3PG6AO17M1F4
Renault,Megane,2010,193070,Prahova,4790,JUETXHWA,PH 562 SHF,VF1LESJLX9TKPF2N1
Renault,Megane,2010,168500,Arges,5490,GOETGVFB,AG 265 HYN,VF1LGEPFO7O8G7T54
Renault,Megane,2010,256000,Dambovita,5499,SPBOSIVP,DB 273 LYC,VF1LIKJFOU36G71DX
Renault,Megane,2010,194000,Galati,5850,JBGLXRYW,GL 667 JDZ,VF1LJD9MOSKP9UE74
Renault,Megane,2010,241950,Ilfov,5998,UNVEYUTM,IF 066 IIN,VF1LNPV5BS56YRU0X
Renault,Megane,2010,181761,Iasi,5999,STCCQFTH,IS 014 RGD,VF1LW8JSX2SF3SUX2
Renault,Megane,2011,375000,Dolj,3300,UYGWHGCL,DJ 312 XCQ,VF1MR7LJVU0RRNZY5
Renault,Megane,2011,312000,Timis,3400,ARLQMALJ,TM 659 CGL,VF1M90Y3NR9QK7408
Renault,Megane,2011,291000,Timis,3950,GPGJEQZE,TM 440 DKM,VF1M4UF7UQ6W4R623
Renault,Megane,2011,182450,Timis,3999,FJVUCRMJ,TM 387 CQC,VF1M7M9OZAPUTBZO8
Renault,Megane,2011,185203,Dambovita,4650,LYZZQJBZ,DB 663 HTL,VF1MCMPOAFBS8MNP8
Renault,Megane,2011,223000,Bacau,4700,HMJHZVKQ,BC 164 QLN,VF1M9F76QCLD1O5O8
Renault,Megane,2011,219000,Arges,4990,YSBODMBW,AG 730 AUA,VF1M1IN58K40LENH2
Renault,Megane,2011,228000,Prahova,5290,AJIHSHQQ,PH 260 VHY,VF1M0WF3PD9RCP9T8
Renault,Megane,2011,234000,Cluj,5499,AJIPYNIP,CJ 034 GEF,VF1MIBPXMDLZDQAKX
Renault,Megane,2011,245300,Bacau,5500,HBNIGWTL,BC 603 FYS,VF1M0ZX0HPD7KTCN6
Renault,Megane,2011,172000,Vaslui,6350,SMOTMNYL,VS 407 VBF,VF1MB1OL73Y3AH5N8
Renault,Megane,2011,229000,Bacau,7490,KGBLBSVH,BC 380 QFG,VF1MZXDM0ZR35ZAL2
Renault,Megane,2011,157000,Ilfov,13500,SWUXJJKN,IF 717 LSM,VF1M2YB6L9L5RWWJ4
Renault,Megane,2012,276450,Maramures,4750,DIIUXNXC,MM 092 AEG,VF1N08343GSI9UIY3
Renault,Megane,2012,178000,Cluj,4799,WZSLEKLE,CJ 866 YXX,VF1NXZF5DWR9SOSC7
Renault,Megane,2012,244235,Mures,4900,MMCKVXIQ,MS 944 JHY,VF1N9LBZQLQQRW823
Renault,Megane,2012,190000,Timis,4950,BLSHGEUY,TM 072 LBW,VF1NO2GZQYUTB5LM7
Renault,Megane,2012,296000,Cluj,4999,USPQAADF,CJ 036 GTX,VF1NVUVMTSX7YRGV4
Renault,Megane,2012,215000,Timis,5190,LQPBUSJE,TM 302 PYG,VF1N4UG2QIJXGHZ30
Renault,Megane,2012,150478,Timis,5200,TRJTJSAN,TM 988 RGY,VF1NHLW97DTJ3Z6L1
Renault,Megane,2012,230589,Cluj,5200,PQDHVPOR,CJ 059 KWM,VF1NBRLLWAG9KMDK3
Renault,Megane,2012,196928,Ilfov,5290,NHKNGGMI,IF 207 PRD,VF1NBS1EJYJNCNG02
Renault,Megane,2012,234554,Arges,5490,KRXTSXFK,AG 907 USD,VF1NU2DQAVEAH9UV9
Renault,Megane,2012,263000,Arges,5490,PGKQSXFU,AG 401 TEE,VF1NILG1UH65ZSPU3
Renault,Megane,2012,210000,Bacau,5750,YEGVRQDZ,BC 924 YCD,VF1NUFGAHT056MRM6
Renault,Megane,2012,149281,Cluj,5950,LZVRSBEO,CJ 044 KGS,VF1N00Y9GXVYW39P2
Renault,Megane,2012,175100,Dambovita,5950,DVRKTCCP,DB 589 IYH,VF1N299OOYG35T3RX
Renault,Megane,2012,211901,Ilfov,5950,VYBOLDCM,IF 467 MJV,VF1NZVNUECLXIFOUX
Renault,Megane,2012,254123,Arges,5990,NHDUFBTB,AG 355 KIJ,VF1N18JU4B0TXIHO0
Renault,Megane,2012,234950,Ilfov,5998,QEBAOUYA,IF 106 SMO,VF1NZY50OZ3VP6T39
Renault,Megane,2012,237000,Arges,6199,OUQXXOGA,AG 083 UNB,VF1N6T2M5EAJ879X5
Renault,Megane,2012,150474,Olt,6500,ZVYFXBOH,OT 494 QUN,VF1NVG9991652FYH1
Renault,Megane,2012,276577,Buzau,6600,PHFRMILP,BZ 290 APY,VF1NCUB28PX6YNOC2
Renault,Megane,2012,205000,Vrancea,6650,SQEJADZK,VN 839 BKN,VF1NTIII4QL69L1CX
Renault,Megane,2012,183614,Ilfov,7450,KKFDVYQJ,IF 625 OOQ,VF1NJ3QOXH3U9FTI1
Renault,Megane,2013,240900,Bucuresti,4990,TCKOLWPS,B 322 MBN,VF1PPBZ5QFWJY86I9
Renault,Megane,2013,225000,Cluj,5150,AMMSCZOO,CJ 312 XQV,VF1PJ145OK4S53VDX
Renault,Megane,2013,223000,Vrancea,5700,FMZBPWPU,VN 726 NIY,VF1PVKGUWBJ8BLT64
Renault,Megane,2013,241000,Arges,5799,KXLLHFVN,AG 465 LPS,VF1P8Z5W796PT92Y8
Renault,Megane,2013,258361,Prahova,5900,WHXXVDNL,PH 806 XNV,VF1PD8CYBPN5RLR51
Renault,Megane,2013,164000,Ialomita,5950,PRNZUAFN,IL 723 PDJ,VF1PF5XDT9WJJ1XNX
Renault,Megane,2013,273800,Arges,5990,ASUIAMLF,AG 077 SCO,VF1P1OEURA2FUMHU3
Renault,Megane,2013,245000,Vrancea,6350,FWYINILC,VN 913 MLN,VF1PXZR1OEMUD3QJ8
Renault,Megane,2013,116000,Dambovita,6500,DPHLJPDH,DB 756 OAM,VF1PWU8WN0JG3UB46
Renault,Megane,2013,158500,Arges,6650,RXUCVSQB,AG 104 BYU,VF1PY84JBOMVEOE90
Renault,Megane,2013,198000,Arges,7990,QVJTJQYA,AG 591 ILF,VF1PROFRZFH3V3Z68
Renault,Megane,2014,334000,Cluj,4450,ISOMTFNO,CJ 518 MDX,VF1RTFXGXQ55J4VJ7
Renault,Megane,2014,163000,Cluj,5999,WYYXJEBU,CJ 340 SNU,VF1R16JN35C2XFAH5
Renault,Megane,2014,221000,Arges,6090,JGAAAOZL,AG 302 EPT,VF1RRVDEUM46JIT19
Renault,Megane,2014,224000,Sibiu,6390,BBXCXADM,SB 653 YGR,VF1RHST411G49DMD5
Renault,Megane,2014,239000,Arges,6444,RQQXVQNF,AG 207 YBX,VF1R4K9ZUESSYZ2B5
Renault,Megane,2014,175000,Dambovita,6780,RVXYBQEL,DB 705 EZD,VF1RIIFHY2BKVPVP5
Renault,Megane,2014,211110,Arges,6990,BGVQUJHK,AG 306 YNG,VF1R70JVDQOWDTXD4
Renault,Megane,2014,172000,Cluj,7200,LOBCYDMA,CJ 546 ZAP,VF1RWYTHWSD40VYQX
Renault,Megane,2014,199000,Iasi,7290,JUMHZTJI,IS 731 JUY,VF1RNKAWVH48MS0O3
Renault,Megane,2014,214000,Ilfov,7650,NQLTOZYE,IF 976 HNB,VF1RDREK1HIXM9P76
Renault,Megane,2014,127000,Prahova,7990,FCPXAHIF,PH 389 KTU,VF1REM5K055JXCQH8
Renault,Megane,2014,220000,Tulcea,8000,GZCNEJFH,TR 237 YSN,VF1RM2AXQ6BZ7MPI0
Renault,Megane,2015,235450,Arges,5950,LJFGYMHC,AG 614 HGY,VF1SYAZCEMM0JNRJ0
Renault,Megane,2015,210679,Arges,5990,HCPGPUGC,AG 417 RUC,VF1SGJ149XU707VW9
Renault,Megane,2015,250000,Arges,6390,JBUWHNIZ,AG 869 GMB,VF1SLA4FWW6SOKFZ7
Renault,Megane,2015,250000,Arges,6490,RQKESWLV,AG 375 CDA,VF1SVDPH5VA4SV7I0
Renault,Megane,2015,228000,Cluj,6649,VZYCRJOP,CJ 147 QBA,VF1SQ5KTTVTNTG2V6
Renault,Megane,2015,199211,Timis,6650,KFPAOAHM,TM 721 XJU,VF1SZ7LJTSJHC1OQ1
Renault,Megane,2015,220000,Arges,7495,ITHMWPCV,AG 052 OOB,VF1SH6A0LHBPYPNK0
Renault,Megane,2015,183634,Bucuresti,7700,BMPTHBWA,B 849 ECX,VF1SRWYDL7XZ9B9D7
Renault,Megane,2015,227000,Galati,8049,EWPEZMPJ,GL 325 GQS,VF1SVK0VF4X03VHR5
Renault,Megane,2016,198000,Harghita,5950,MFHYXYJL,HR 332 JPC,VF1T3EP3ZJO5Q2PJ1
Renault,Megane,2016,197221,Timis,7250,WGUZUXVS,TM 506 RIC,VF1T3ZYOHXHAX71I1
Renault,Megane,2016,217000,Maramures,8500,DZNIKCTH,MM 226 HPI,VF1TM3D2LP774PMO1
Renault,Megane,2016,158000,Arad,9200,GWNPEPOK,AR 695 OSI,VF1TTZRVFMB3DECU9
Renault,Megane,2016,97012,Bucuresti,9950,QVCBLKDT,B 606 LUH,VF1TQGIQU6Y3YV274
Renault,Megane,2016,240000,Bacau,9990,IJJZCGEZ,BC 514 KOW,VF1TQVFN1ASS4U042
Renault,Megane,2016,170000,Dambovita,9999,ZZVNLAMR,DB 587 UZP,VF1TZFEPWZPFY5EE7
Renault,Megane,2016,153000,Cluj,10999,WUKDSYGC,CJ 505 GHI,VF1T9SV8ALS4O3475
Renault,Megane,2016,103000,Galati,12990,GQDRVIHN,GL 757 ZZI,VF1TG7Q2OGAJX9WI7
Renault,Megane,2017,198000,Vrancea,8900,RGMFZIUR,VN 982 PWX,VF1VSG14SGE994Z24
Renault,Megane,2017,248600,Maramures,8990,VKFKETPK,MM 827 FAY,VF1VHMRUJ82URG2Y2
Renault,Megane,2017,170480,Bucuresti,9450,MHHRTBVM,B 949 QBI,VF1VKP6UFQVRH5V34
Renault,Megane,2017,246000,Cluj,9499,MOPDXRRE,CJ 903 QZH,VF1VDLFIO9PADBZY7
Renault,Megane,2017,217900,Maramures,9500,LQWWIBTJ,MM 434 PCJ,VF1V09TXKFRMBY7U8
Renault,Megane,2017,228000,Iasi,9950,DWBBWMCO,IS 924 OBK,VF1V9IG39A1U05JV0
Renault,Megane,2017,218000,Maramures,9990,GQRGIYBW,MM 089 UJS,VF1VKPWOE305ZREH0
Renault,Megane,2017,106000,Ilfov,10489,ZZVABFSM,IF 507 FCQ,VF1V2TRYYVPRIJ6V3
Renault,Megane,2017,232000,Arges,10600,OYXTULLP,AG 461 WJH,VF1VBDU0QIW7HTD75
Renault,Megane,2017,124000,Bacau,10890,GBNMFQOF,BC 841 XCO,VF1VW6RRMFS64L4Y3
Renault,Megane,2017,130000,Dolj,10900,VSBKLRRB,DJ 834 HPB,VF1VQ647FK4PV0RV9
Renault,Megane,2017,71757,Gorj,11500,ABVLPMUV,GJ 636 NJX,VF1VZRSF6DVA18HE9
Renault,Megane,2017,199000,Arges,11999,WQUJMZZI,AG 462 YVP,VF1VL9CXUVDZFIV67
Renault,Megane,2017,238000,Bacau,11999,JVSXCWON,BC 681 PTA,VF1V24B0I1G7L3V63
Renault,Megane,2017,172823,Arges,12800,BXROQWKH,AG 632 XZE,VF1V78RZW9SSA2WVX
Renault,Megane,2017,130372,Braila,13685,JFMHPGFW,BR 939 FZL,VF1V6QQ1N02B1JFG8
Renault,Megane,2017,81124,Bucuresti,16890,KCOTXOFH,B 063 CZX,VF1V6IKKIA3NP0UE3
Renault,Megane,2018,220000,Ilfov,5990,XBREXSXU,IF 128 JKD,VF1WN8QFRL5PQZ3K1
Renault,Megane,2018,198000,Vrancea,9600,JQFZFFOC,VN 220 DPZ,VF1WW7YX3BLTX8773
Renault,Megane,2018,170121,Arges,9690,HGBBADNE,AG 025 JYP,VF1W4SOESH4BDXB84
Renault,Megane,2018,195000,Dolj,9790,YFSQFMXI,DJ 539 SZD,VF1WYXSSKUPAUO498
Renault,Megane,2018,187330,Ilfov,9949,XVWFJGQP,IF 395 UIS,VF1WTVM4ZHF063K37
Renault,Megane,2018,156000,Prahova,10350,ZKUAVMQX,PH 193 GNU,VF1WTKJMCC8F63V08
Renault,Megane,2018,122000,Bucuresti,10489,EMASABVM,B 600 CHI,VF1WACHP1A86YL0T8
Renault,Megane,2018,53000,Prahova,10900,XKXAEWMD,PH 068 HHZ,VF1WW9IG54BXWVSI0
Renault,Megane,2018,49651,Cluj,10990,KUIDEMCI,CJ 348 AWH,VF1WQ1CO3I4BTCTO1
Renault,Megane,2018,71000,Dolj,10990,UJJXXYVP,DJ 933 HUN,VF1W681E9DNJ0HS49
